,job_title,company,salary,location,date,job_desc
545,"Director I, Data Science",Liberty Mutual Insurance,"$149,100 - $196,100 a year",Remote,PostedToday,"Regularly engages with the data science community and leads cross functional working groups.
Explore the advantages and limitations of privacy-preserving ML and…"
546,Data Analyst - $36/hr (Remote),Suna Solutions,$30 - $36 an hour,Remote,PostedJust posted,"Analytics and/or data science: 5 years (Preferred).
Bachelor's degree in Computer Science, Math, Statistics, or another technical field and 5+ years of…"
547,Senior Data Scientist,Underdog.io,"$157,872 - $166,937 a year",Remote,PostedPosted 6 days ago,"Our companies look for Data Scientists who are comfortable working with large data sets using Snowflake, dbt, SQL, Hadoop, MapReduce, Hive, and more."
548,Healthcare Data Analyst- AR & Denials,Cloudmed,"$75,000 - $100,000 a year",Remote,EmployerActive 7 days ago,"Possess background or certification in data science.
The candidate needs to have a comprehensive understanding of how to use data, effectively analyze large…"
549,Data Scientist II,Liberty Mutual Insurance,"$114,200 - $161,600 a year",Remote,PostedPosted 11 days ago,"This role utilizes data science techniques to manipulate large structured and unstructured data sets, identify patterns in raw data, and develop models to…"
550,Lead Machine Learning Engineer (Remote-Eligible),Capital One,Full-time +1,"Remote in McLean, VA 22101",PostedPosted 2 days ago,"Construct optimized data pipelines to feed ML models.
2+ years of experience with data gathering and preparation for ML models."
551,data engineer sr,Starbucks,Full-time,"Remote in Seattle, WA 98134",PostedPosted 12 days ago,"Optimization of data products to service customer personas, Data science, AI/ML and data visualization.
This position is responsible for design, development,…"
552,"Manager, Machine Learning Engineering (People Leader) (Remote - Eligible)",Capital One,Full-time +1,"Remote in Chicago, IL 60695+5 locations",PostedPosted 2 days ago,"Construct optimized data pipelines to feed ML models.
2+ years of experience with data gathering and preparation for ML models."
553,Senior Agile Software Engineer (Full Stack- .NET/Azure),Emerson,"$113,985 - $170,985 a year","Remote in Kennesaw, GA 30144+1 location",PostedPosted 6 days ago,"Experience in related fields, e.g. customer support or data science.
Design and support scalable cloud native solutions with 24/7 uptime requirements using…"
554,Data Scientist,ESP IT,"$90,000 - $100,000 a year",Remote,PostedPosted 1 day ago,"Degree in computer science or data science or equivalent work experience.
Ingest text files/data from clients and run scripts to prepare data for topic…"
555,Data Analytics Consultant - Gaming,Affine Inc,Full-time,Remote,PostedPosted 2 days ago,"We offer capabilities across the analytical value chain from analytics engineering and cloud-based implementations to analytics, machine learning, AI, and…"
556,Principal Statistical Programmer FSP (Remote),Labcorp,Full-time,"Remote in Wilmington, NC 28403+1 location",PostedPosted 8 days ago,"Bachelor’s degree, preferably in mathematics, statistics, computing, life science, health science, or related subjects."
557,Data Analyst,"Esolvit Inc.,",$60 - $70 an hour,Remote,PostedPosted 6 days ago,"Clearance Required: * Public Trust (Full Clearance required to start).
Education Level* : BS in Mathematics, Economics, Computer Science, Information Management…"
558,Data Scientist,Swimply,Full-time,Remote,PostedPosted 2 days ago,What We Do Swimply is an online marketplace that allows homeowners to share their passion spaces with their local communities. We started with swimming pools…
559,"Director I, Data Science",Liberty Mutual Insurance,"$149,100 - $196,100 a year",Remote,PostedToday,"Regularly engages with the data science community and leads cross functional working groups.
Explore the advantages and limitations of privacy-preserving ML and…"
560,Data Analyst - $36/hr (Remote),Suna Solutions,$30 - $36 an hour,Remote,PostedJust posted,"Analytics and/or data science: 5 years (Preferred).
Bachelor's degree in Computer Science, Math, Statistics, or another technical field and 5+ years of…"
561,Senior Data Scientist,Underdog.io,"$157,872 - $166,937 a year",Remote,PostedPosted 6 days ago,"Our companies look for Data Scientists who are comfortable working with large data sets using Snowflake, dbt, SQL, Hadoop, MapReduce, Hive, and more."
562,Healthcare Data Analyst- AR & Denials,Cloudmed,"$75,000 - $100,000 a year",Remote,EmployerActive 7 days ago,"Possess background or certification in data science.
The candidate needs to have a comprehensive understanding of how to use data, effectively analyze large…"
563,Data Scientist II,Liberty Mutual Insurance,"$114,200 - $161,600 a year",Remote,PostedPosted 11 days ago,"This role utilizes data science techniques to manipulate large structured and unstructured data sets, identify patterns in raw data, and develop models to…"
564,Lead Machine Learning Engineer (Remote-Eligible),Capital One,Full-time +1,"Remote in McLean, VA 22101",PostedPosted 2 days ago,"Construct optimized data pipelines to feed ML models.
2+ years of experience with data gathering and preparation for ML models."
565,data engineer sr,Starbucks,Full-time,"Remote in Seattle, WA 98134",PostedPosted 12 days ago,"Optimization of data products to service customer personas, Data science, AI/ML and data visualization.
This position is responsible for design, development,…"
566,"Manager, Machine Learning Engineering (People Leader) (Remote - Eligible)",Capital One,Full-time +1,"Remote in Chicago, IL 60695+5 locations",PostedPosted 2 days ago,"Construct optimized data pipelines to feed ML models.
2+ years of experience with data gathering and preparation for ML models."
567,Senior Agile Software Engineer (Full Stack- .NET/Azure),Emerson,"$113,985 - $170,985 a year","Remote in Kennesaw, GA 30144+1 location",PostedPosted 6 days ago,"Experience in related fields, e.g. customer support or data science.
Design and support scalable cloud native solutions with 24/7 uptime requirements using…"
568,Data Scientist,ESP IT,"$90,000 - $100,000 a year",Remote,PostedPosted 1 day ago,"Degree in computer science or data science or equivalent work experience.
Ingest text files/data from clients and run scripts to prepare data for topic…"
569,Data Analytics Consultant - Gaming,Affine Inc,Full-time,Remote,PostedPosted 2 days ago,"We offer capabilities across the analytical value chain from analytics engineering and cloud-based implementations to analytics, machine learning, AI, and…"
570,Principal Statistical Programmer FSP (Remote),Labcorp,Full-time,"Remote in Wilmington, NC 28403+1 location",PostedPosted 8 days ago,"Bachelor’s degree, preferably in mathematics, statistics, computing, life science, health science, or related subjects."
571,Data Analyst,"Esolvit Inc.,",$60 - $70 an hour,Remote,PostedPosted 6 days ago,"Clearance Required: * Public Trust (Full Clearance required to start).
Education Level* : BS in Mathematics, Economics, Computer Science, Information Management…"
572,Data Scientist,Swimply,Full-time,Remote,PostedPosted 2 days ago,What We Do Swimply is an online marketplace that allows homeowners to share their passion spaces with their local communities. We started with swimming pools…
573,"Director I, Data Science",Liberty Mutual Insurance,"$149,100 - $196,100 a year",Remote,PostedToday,"Regularly engages with the data science community and leads cross functional working groups.
Explore the advantages and limitations of privacy-preserving ML and…"
574,Data Analyst - $36/hr (Remote),Suna Solutions,$30 - $36 an hour,Remote,PostedJust posted,"Analytics and/or data science: 5 years (Preferred).
Bachelor's degree in Computer Science, Math, Statistics, or another technical field and 5+ years of…"
575,Senior Data Scientist,Underdog.io,"$157,872 - $166,937 a year",Remote,PostedPosted 6 days ago,"Our companies look for Data Scientists who are comfortable working with large data sets using Snowflake, dbt, SQL, Hadoop, MapReduce, Hive, and more."
576,Healthcare Data Analyst- AR & Denials,Cloudmed,"$75,000 - $100,000 a year",Remote,EmployerActive 7 days ago,"Possess background or certification in data science.
The candidate needs to have a comprehensive understanding of how to use data, effectively analyze large…"
577,Data Scientist II,Liberty Mutual Insurance,"$114,200 - $161,600 a year",Remote,PostedPosted 11 days ago,"This role utilizes data science techniques to manipulate large structured and unstructured data sets, identify patterns in raw data, and develop models to…"
578,Lead Machine Learning Engineer (Remote-Eligible),Capital One,Full-time +1,"Remote in McLean, VA 22101",PostedPosted 2 days ago,"Construct optimized data pipelines to feed ML models.
2+ years of experience with data gathering and preparation for ML models."
579,data engineer sr,Starbucks,Full-time,"Remote in Seattle, WA 98134",PostedPosted 12 days ago,"Optimization of data products to service customer personas, Data science, AI/ML and data visualization.
This position is responsible for design, development,…"
580,"Manager, Machine Learning Engineering (People Leader) (Remote - Eligible)",Capital One,Full-time +1,"Remote in Chicago, IL 60695+5 locations",PostedPosted 2 days ago,"Construct optimized data pipelines to feed ML models.
2+ years of experience with data gathering and preparation for ML models."
581,Senior Agile Software Engineer (Full Stack- .NET/Azure),Emerson,"$113,985 - $170,985 a year","Remote in Kennesaw, GA 30144+1 location",PostedPosted 6 days ago,"Experience in related fields, e.g. customer support or data science.
Design and support scalable cloud native solutions with 24/7 uptime requirements using…"
582,Data Scientist,ESP IT,"$90,000 - $100,000 a year",Remote,PostedPosted 1 day ago,"Degree in computer science or data science or equivalent work experience.
Ingest text files/data from clients and run scripts to prepare data for topic…"
